ENG	Ontological_Category	Semantic_Field	CMN 1	CMN 2	CMN 3	CMN 4	CMN 5	NL 1	NL 2	NL 3	NL 4	NL 5	SPA 1	SPA 2	SPA 3	SPA 4	SPA 5	DE 1	DE 2	DE 3	DE 4	DE 5	ENG_Associations	ENG_Association_Freqs	CMN 1_Associations	CMN 1_Association_Freqs	CMN 2_Associations	CMN 2_Association_Freqs	CMN 3_Associations	CMN 3_Association_Freqs	CMN 4_Associations	CMN 4_Association_Freqs	CMN 5_Associations	CMN 5_Association_Freqs	NL 1_Associations	NL 1_Association_Freqs	NL 2_Associations	NL 2_Association_Freqs	NL 3_Associations	NL 3_Association_Freqs	NL 4_Associations	NL 4_Association_Freqs	NL 5_Associations	NL 5_Association_Freqs	SPA 1_Associations	SPA 1_Association_Freqs	SPA 2_Associations	SPA 2_Association_Freqs	SPA 3_Associations	SPA 3_Association_Freqs	SPA 4_Associations	SPA 4_Association_Freqs	SPA 5_Associations	SPA 5_Association_Freqs	DE 1_Associations	DE 1_Association_Freqs	DE 2_Associations	DE 2_Association_Freqs	DE 3_Associations	DE 3_Association_Freqs	DE 4_Associations	DE 4_Association_Freqs	DE 5_Associations	DE 5_Association_Freqs
city	Person/Thing	Social and political relations	城市	都市	市			stad					ciudad					stadt	City				town; urban; lights; New York; people; state; big; buildings; busy; London; village; traffic; country; streets; home; noise; place; suburb; building	41; 17; 11; 10; 10; 10; 8; 8; 8; 8; 8; 7; 6; 5; 4; 4; 4; 4; 3	上海; 农村; 北京; 拥挤; 高楼; 交通; 广州; 繁华; 乡村; 道路; 乡镇	12; 12; 7; 5; 5; 4; 4; 4; 3; 3; 2	城市; 上海; 丽人; 北京; 高楼大厦; 传说; 东京; 交通; 灯光; 白领	18; 11; 7; 7; 6; 4; 3; 3; 3; 3	城市; 县; 市场; 集市; 省; 上海; 北京; 镇; 乡; 城; 乡镇; 北京市	9; 8; 8; 7; 6; 5; 4; 4; 3; 3; 2; 2					druk; winkels; leuven; groot; verkeer; mensen; winkelen; drukte; huizen; gent; antwerpen; brussel; shoppen; hasselt; lawaai; straten; dorp; musea; auto; brugge	20; 17; 13; 12; 12; 10; 10; 9; 9; 7; 6; 6; 6; 5; 5; 5; 4; 4; 3; 3									edificios; gente; urbe; grande; ruido; capital; pueblo; Buenos Aires; Montevideo; tránsito; autos; calles; casas; de pobres corazones; habitantes; movimiento; tráfico	19; 13; 8; 7; 7; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3											Stadt; New York; Innenstadt; Zentrum; Englisch; Basel; London; englisch; Berlin	38; 14; 11; 6; 4; 3; 3; 3; 2						
clarinet			单簧管					klarinet					clarinete					Klarinette					music; instrument; woodwind; reed; flute; oboe; band; black; orchestra; wind; blow; sound; horn; saxophone	45; 31; 18; 17; 15; 15; 11; 9; 9; 9; 7; 7; 6; 4	乐器; 双簧管; 交响乐; 演奏; 音乐; 乐队; 音乐会; 黑管; 乐团; 双簧; 吹	23; 19; 6; 5; 5; 3; 3; 3; 2; 2; 2									muziek; instrument; orkest; blazen; fanfare; trompet; muziekinstrument; muziekschool; concert; fluit; mooi; noten; zwart; klassiek; hout; partituur; saxofoon; blaasinstrument; fluiten; geluid	71; 27; 12; 9; 9; 8; 7; 7; 6; 6; 6; 6; 6; 5; 4; 4; 4; 3; 3; 3									música; instrumento; viento; flauta; calamardo; sonido; trompeta; orquesta; trombón; jazz; madera; melodía; aire	34; 27; 17; 9; 7; 7; 6; 5; 4; 3; 3; 3; 2									Musik; Instrument; Orchester; Blasinstrument; Musikinstrument; Oboe; Flöte; Klassik; Holzblasinstrument; Mozart; spielen; Blasen	24; 15; 13; 7; 7; 7; 5; 5; 3; 3; 3; 2								
clean			清洁	干净	打扫			schoon	kuisen	reinigen	proper	poetsen	limpio	limpiar				putzen	sauber	säubern			dirty; house; tidy; wash; fresh; white; spotless; room; soap; wipe; bath; Mr; neat; nice; scrub; sparkling; spic and span; work; clothes; not dirty	25; 13; 13; 13; 8; 8; 7; 6; 6; 5; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3	干净; 打扫; 清洁工; 阿姨; 卫生; 洗洁精; 扫帚; 扫地; 整洁; 洗衣服; 保洁; 厕所	23; 12; 8; 8; 7; 7; 4; 3; 3; 3; 2; 2	整洁; 清洁; 卫生; 房间; 整齐; 打扫; 清爽; 厕所; 明亮	28; 8; 5; 5; 5; 4; 4; 3; 3	卫生; 房间; 干净; 清洁; 扫把; 地板; 扫帚; 收拾; 教室; 值日	21; 14; 12; 8; 6; 5; 4; 4; 4; 2					proper; mooi; netjes; zuiver; rein; prachtig; poetsen; knap; clean; kuisen; opgeruimd; vrouw; hygiëne; gekuist; natuur; wit	71; 55; 30; 13; 9; 7; 6; 5; 4; 4; 4; 4; 3; 3; 3; 3	dweil; proper; borstel; water; emmer; poetsen; stof; vuil; zeep; stofzuiger; poetsvrouw; kot; net; nat; opruimen; vrouw; bezem; kamer; kuisvrouw; moeder	32; 22; 20; 17; 13; 9; 8; 8; 8; 7; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3	proper; poetsen; schoonmaken; kuisen; wassen; water; schoon; vuil; zeep; netjes; borstel; opruimen; zuiver; zuiveren; auto; doek; spons; allesreiniger; producten	27; 26; 25; 23; 11; 11; 9; 8; 8; 6; 5; 5; 5; 5; 4; 4; 4; 3; 3	net; kuisen; vuil; poetsen; schoon; mister; water; wassen; blinkend; emmer; mooi; rein; wit; dweil; gezond; glans; hygiëne; opgeruimd; orde; thuis	32; 20; 20; 15; 14; 10; 7; 6; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4	kuisen; proper; dweil; poetsvrouw; vuil; stof; water; kuisvrouw; nodig; opruimen; schoonmaken; vrouw; emmer; huis; net; tanden; nat; schrobben; zeep; afstoffen	36; 23; 12; 11; 10; 8; 8; 7; 6; 6; 6; 6; 5; 5; 5; 5; 4; 4; 4; 3	pulcro; sucio; blanco; higiénico; jabón; ordenado; prolijo; aseado; agua; lavado; puro; trapo; aseo; brillo; claro; higiene	12; 11; 7; 7; 7; 7; 7; 6; 5; 4; 4; 4; 3; 3; 3; 3	ordenar; asear; casa; lavar; escoba; higiene; orden; agua; barrer; cocina; limpio; trapo; ensuciar	13; 12; 8; 8; 5; 5; 5; 4; 4; 4; 4; 4; 3							sauber; Arbeit; Lappen; Putzfrau; reinigen; Eimer; Dreck; Haushalt; Putzmittel; Zähne; langweilig; saubermachen; Fenster	14; 6; 6; 6; 6; 5; 4; 4; 4; 3; 3; 3; 2	putzen; rein; Hygiene; Putzen; geputzt; ordentlich; waschen; Clean; Küche; glänzend; Arbeit; Boden; Saubermann; Seife	21; 20; 5; 4; 4; 4; 4; 3; 3; 3; 2; 2; 2; 2						
cloud	Person/Thing	The physical world	云彩	云	云朵			wolk					nube					Wolke					sky; rain; white; fluffy; blue; fog; sun; computing; water; air; Nimbus; puffy; shapes; mist; dark; grey; internet	47; 35; 26; 19; 8; 7; 7; 6; 6; 5; 5; 5; 5; 4; 3; 3; 3	天空; 云朵; 晚霞; 云南; 彩色; 白色; 棉花糖; 白云; 夕阳; 白	14; 7; 7; 5; 5; 5; 4; 4; 3; 3	天空; 白色; 云朵; 白; 雨; 下雨; 天; 白云; 风; 云彩; 朵	12; 11; 8; 6; 6; 5; 5; 5; 4; 3; 3	白色; 蓝天; 天空; 棉花糖; 棉花; 白云; 洁白; 太阳; 白	15; 15; 13; 11; 8; 5; 4; 3; 3					regen; wit; lucht; blauw; hemel; zon; vliegtuig; droom; weer; onweer; zacht; licht; vliegen; wind; grijs; melk; mooi	60; 36; 33; 15; 15; 15; 7; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3									lluvia; cielo; blanca; sol; algodón; tormenta; agua; gris; nublado; cumulus; nuboso	34; 33; 16; 10; 7; 6; 5; 5; 5; 3; 3									Himmel; Regen; weiß; WEISS; blau; Sonne; weich; Wetter	36; 20; 9; 7; 6; 4; 4; 3								
cloudy			多云					bewolkt					nublado					trüb					rain; day; sky; grey; sunny; overcast; rainy; weather; sun; gray; cool; blue; cold; dreary; white; cloud; dull; sad; storm	40; 25; 22; 19; 16; 12; 11; 11; 9; 7; 6; 5; 5; 5; 5; 3; 3; 3; 3	天气; 阴天; 下雨; 晴天; 晴; 天空; 转晴; 云朵; 凉爽; 蓝天; 阳光	21; 17; 12; 11; 6; 4; 4; 3; 3; 3; 3									regen; grijs; donker; wolken; somber; weer; belgië; nat; koud; regenachtig; weerbericht; grauw; hemel; onweer; winter; herfst; kil	57; 37; 28; 21; 14; 13; 9; 8; 7; 7; 5; 4; 4; 4; 4; 3; 3									gris; lluvia; nube; sol; triste; feo; clima; día; nuboso; oscuro; aburrido; cielo; frío	27; 22; 17; 7; 7; 6; 4; 4; 4; 4; 3; 3; 3									Wasser; undurchsichtig; Wetter; Apfelsaft; Nebel; dunkel; grau; milchig; Aussichten; Bier; Regen; Stimmung	15; 11; 10; 6; 5; 4; 4; 4; 3; 3; 3; 3								
club			俱乐部	社团				club					club					Club	Verein				golf; group; dance; association; bat; hit; sandwich; weapon; house; night; bar; country; party; beat; caveman; card; exclusive; join; music; organization	19; 17; 14; 9; 9; 9; 8; 8; 7; 7; 6; 6; 6; 5; 5; 4; 4; 4; 4; 4	足球; 游戏; 会员; club; 有钱人; 乒乓球; 体育; 健身; 台球; 场所; 小神龙; 开心	11; 5; 4; 3; 3; 2; 2; 2; 2; 2; 2; 2	活动; 大学; 组织; 学校; 学生; 成员; 社交; 麻烦; 动漫; 团伙; 团体	17; 12; 6; 5; 5; 4; 4; 3; 2; 2; 2							sport; voetbal; vereniging; groep; vrienden; golf; gezellig; zetel; samen; tennis; ploeg; hobby; sandwich; team; dansen; kaarten; leden; privé; betalen; bijeenkomst	31; 21; 18; 15; 13; 9; 8; 8; 7; 7; 5; 4; 4; 4; 3; 3; 3; 3; 2; 2									deporte; amigos; fútbol; asociación; baile; salud; social; ejercicio; familia; gimnasio; grupo; música; nocturno; River; barrio; boca	25; 10; 9; 6; 6; 6; 6; 3; 3; 3; 3; 3; 3; 3; 2; 2									Party; Musik; Tanzen; Verein; tanzen; Alkohol; Disco; Sport; Fußball	16; 11; 8; 7; 7; 6; 5; 5; 4	Sport; Fußball; Gruppe; Gemeinschaft; Musik; Vorstand; Hobby; Team; Zusammenhalt; Club	25; 9; 7; 6; 4; 4; 3; 3; 3; 2						
cold	Property	Sense perception	寒冷	冷	感冒	冷淡	冰冷	koud	koude				frío					kalt					freezing; ice; winter; hot; snow; weather; sick; chill; frigid; icy; shiver; chilly; brr; drink; flu; feet; warm; water; blue; frosty	27; 21; 21; 20; 20; 12; 11; 8; 8; 8; 7; 6; 4; 4; 4; 4; 4; 4; 3; 3	冬天; 雪; 羽绒服; 棉袄; 炎热; 冰; 冰冻; 北极; 哆嗦; 雪花; cold	18; 6; 5; 4; 4; 3; 3; 3; 3; 3; 2	冬天; 热; 寒冷; 冰; 棉袄; 雪; 下雪; 冻; 暖; 哆嗦; 温暖; 风; 冰箱	12; 9; 7; 5; 5; 5; 4; 4; 4; 3; 3; 3; 2	发烧; 流鼻涕; 吃药; 咳嗽; 药; 难受; 流感; 生病; 鼻涕; 喝水; 不舒服; 感冒药; 睡觉	20; 9; 7; 7; 6; 6; 5; 5; 5; 4; 3; 3; 3	冷漠; 性; 热情; 态度; 性冷淡; 女人; 感情; 冰冷	23; 15; 8; 7; 6; 3; 3; 2	冬天; 尸体; 心; 冰块; 冰箱; 寒冷; 冰; 北极; 金属; 冰凉; 冰岛; 冰淇淋	13; 7; 6; 5; 4; 4; 3; 3; 3; 2; 2; 2	winter; ijs; sneeuw; warm; water; blauw; sjaal; jas; vriezen; muts; noordpool; regen; skieën; handschoenen	64; 43; 37; 26; 11; 9; 6; 5; 5; 4; 4; 4; 4; 3	winter; sneeuw; ijs; warmte; vriezen; wind; handschoenen; jas; kil; rillen; sjaal; vorst; warm; bibberen; blauw; buiten; fris; kilte; skiën; voeten	52; 28; 27; 18; 9; 7; 6; 6; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3							invierno; calor; hielo; nieve; abrigo; estufa; heladera; helado; lluvia; polar	30; 16; 13; 12; 9; 7; 7; 7; 4; 4									Winter; Eis; Schnee; frieren; warm; Frost; Glühwein; Kuscheldecke	33; 12; 12; 10; 10; 3; 2; 2								
collect	Action/Process	Spatial relations	收集	收藏				verzamelen					coleccionar	recoger	cobrar	reunir		sammeln					gather; money; call; coins; stamps; amass; dust; reap; accumulate; bills; collection; debt; pick up; plate; books; bring together; compile; hoard; hobby; organize	47; 20; 11; 9; 7; 6; 5; 5; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	邮票; 收藏; 爱好; 集邮; 癖好; 兴趣; 癖; 硬币	18; 7; 7; 6; 4; 3; 3; 3	古董; 邮票; 藏品; 书; 价值; 收藏家; 珍贵; 喜欢; 手办; 收藏夹; 贵重; 保存; 值钱; 名画; 回忆	16; 9; 5; 4; 4; 4; 4; 3; 3; 3; 3; 2; 2; 2; 2							postzegels; collectie; hobby; sparen; munten; rommel; vergaren; veel; verzameling; bijeenbrengen; boeken; groep; antiek; bij elkaar; bijeenkomen; bijhouden; hamsteren; kunst; mensen; samen	38; 19; 12; 12; 7; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3									juntar; guardar; acumular; figuritas; agrupar; libros; objetos; ordenar; autos; cartas; estampillas; hobbie; juguetes; monedas; muchos	29; 8; 7; 6; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3	levantar; agarrar; juntar; tomar; ordenar; limpiar; tirar; alzar	34; 26; 22; 14; 5; 4; 4; 3	dinero; sueldo; plata; deuda; pagar; trabajo; recibir; banco	26; 21; 10; 9; 9; 5; 4; 2	juntar; unir; agrupar; amigos; reunión; familia; grupo; juntos; amistad; amontonar	40; 13; 9; 9; 7; 4; 4; 4; 3; 3			Briefmarken; Pilze; Hobby; Steine; horten; Münzen; suchen; Eichhörnchen; Geld; Sammler; jagen; Beeren; Blumen; Figuren	13; 9; 5; 5; 5; 4; 4; 3; 3; 3; 3; 2; 2; 2								
collision			碰撞					botsing					colisión										crash; car; accident; wreck; insurance; smash; damage; bang; break; bump; course; hit; injury; particle; physics; traffic	60; 45; 27; 10; 7; 6; 5; 4; 4; 4; 4; 4; 4; 4; 4; 4	车祸; 火花; 车; 撞击; 汽车; 碰碰车; 冲突; 受伤; 撞车; 物理; 碰瓷; 剧烈	13; 12; 7; 5; 5; 4; 3; 3; 3; 3; 3; 2									auto; ongeval; schade; gewonden; ongeluk; ruzie; pijn; dood; aanrijding; auto-ongeluk; autos; blikschade; crash; file; knal; lawaai; politie; verzekering; boem; gekwetsten	52; 23; 21; 12; 11; 9; 7; 5; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3									choque; auto; accidente; golpe; colapso; impacto; muerte; caída	57; 14; 11; 7; 3; 3; 3; 2																		
come	Action/Process	Motion	来					komen					venir					kommen					go; here; arrive; home; along; back; sex; now; on; again; enter; hither; over; move; orgasm; visit; approach; attend; closer; ejaculate	37; 30; 23; 14; 7; 7; 7; 6; 6; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3	去; 往; 走; 吃饭; 回; 过来; 吧; 来到	29; 7; 7; 5; 5; 4; 3; 3									gaan; bezoek; klaar; arriveren; gemeente; hier; thuis; klaarkomen; aankomen; afspraak; blijven; naderen; stad; weg; werkwoord; sex; toekomen; vertrekken; verwachten; welkom	71; 19; 10; 7; 6; 6; 6; 5; 4; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3									ir; llegar; volver; caminar; regresar; andar; puerta; viajar; visitar; acercarse; estar; llegada; salir; acabar	40; 18; 15; 7; 5; 4; 4; 4; 4; 3; 3; 3; 3; 2									gehen; Sex; Ankunft; Orgasmus; ankommen; laufen; Besuch; bleiben; Dasein	32; 10; 7; 6; 6; 5; 4; 4; 3								
comedy			喜剧					komedie					comedia										funny; laugh; laughter; fun; tragedy; movie; stand-up; humor; show; hilarious; jokes; club; drama; theater; comedian; sitcom; channel; comedy club; happy	47; 36; 18; 11; 11; 10; 8; 7; 7; 6; 6; 5; 5; 5; 4; 4; 3; 3; 3	悲剧; 卓别林; 周星驰; 开心; 幽默; 搞笑; 欢乐; 小品; 沈腾; 笑; 莎士比亚; 话剧; 剧院; 演员	12; 11; 10; 6; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3									lachen; toneel; film; grappig; theater; flauw; humor; klucht; grappen; plezier; toneelstuk; vals; blijspel; doen alsof; lol; oneerlijk; ontspanning; plezant; romantisch	62; 27; 20; 16; 9; 8; 6; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3									risa; teatro; alegría; diversión; drama; musical; divertido; reír; cine; televisión; novela; tragedia; actor	28; 24; 8; 6; 6; 6; 5; 5; 4; 4; 3; 3; 2																		
comfortable			舒适	舒服				comfortabel					cómodo					bequem					cozy; warm; bed; couch; relaxed; sofa; soft; chair; blanket; nice; cushion; home; easy; happy; ease; at ease; chill; comfy; content; lazy	27; 23; 20; 15; 15; 13; 13; 10; 8; 8; 6; 6; 5; 5; 4; 3; 3; 3; 3; 3	沙发; 舒服; 床; 睡觉; 家; 温暖; 安逸; 开心; 惬意	20; 11; 9; 8; 6; 6; 5; 3; 3	睡觉; 舒适; 床; 沙发; 家; 放松; 舒坦; 躺着; 休息; 悠闲; 猫; 轻松	12; 12; 9; 6; 4; 4; 4; 4; 3; 3; 3; 3							zetel; gemakkelijk; gezellig; aangenaam; bed; zacht; luxe; stoel; fijn; ontspannen; bank; lekker; prettig; leuk; ruim; warm; zitten; comfort; gemak; goed	31; 30; 16; 14; 14; 10; 9; 8; 7; 6; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3									sillón; cama; tranquilo; confortable; relajado; agradable; sofá; fácil; lindo; vago; a gusto; almohada	22; 13; 12; 7; 6; 4; 4; 3; 3; 3; 2; 2									Sofa; Bett; faul; gemütlich; angenehm; Sessel; Schuhe; warm; weich; Couch; Zuhause	22; 10; 8; 8; 7; 6; 5; 5; 5; 4; 4								
competition			竞争	竞赛	比赛			wedstrijd	competitie				competición	competencia				Wettkampf					win; race; sports; game; fight; contest; winner; losing; prize; test; capitalism; football; games; Olympics; team; compete; loser; rival; run; struggle	25; 21; 20; 18; 12; 10; 9; 6; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3	对手; 比赛; 激烈; 压力; 合作; 名次; 失败; 市场; 朋友; 考试; 跑步	17; 12; 12; 5; 3; 3; 3; 3; 3; 3; 3	比赛; 数学; 竞争; 跑步; 奥数; 输赢; 奥林匹克; 竞技; 第一; 胜利; 体育	15; 8; 8; 6; 5; 4; 3; 3; 3; 3; 2	竞争; 输赢; 跑步; 赢; 名次; 奥运会; 竞赛; 加油; 第一; 赛马; 足球; 体育; 公平; 冠军	12; 8; 7; 6; 4; 4; 4; 3; 3; 3; 3; 2; 2; 2					winnen; voetbal; competitie; sport; verliezen; spelen; winnaar; lopen; spanning; spel; deelnemen; punten; strijd; concurrentie; ploegen; prijzen; race; score; stress; wielrennen	47; 24; 22; 14; 12; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3	wedstrijd; sport; winnen; voetbal; strijd; winnaar; tennis; verliezer; eerste; concurrentie; verliezen; werk; hard; trainen; adrenaline; basket; deelnemen	54; 30; 28; 20; 10; 10; 5; 5; 5; 4; 4; 4; 3; 3; 2; 2; 2							carrera; ganar; competencia; deporte; esfuerzo; juego; desafío; fútbol; premio; sana; ambición; atleta; contra otros	18; 14; 9; 5; 4; 4; 3; 3; 3; 3; 2; 2; 2	carrera; deporte; ganador; ganar; capacidad; habilidad; desleal; juego; lucha; trabajo; desafío; esfuerzo	11; 11; 8; 8; 5; 5; 4; 4; 4; 4; 3; 3							Sport; Sieger; gewinnen; Gewinner; Medaille; Sieg; Ehrgeiz; Gewinn; Kampf; Konkurrenz; Spiel; Verlierer; messen; Beginnen	22; 9; 6; 5; 5; 4; 3; 3; 3; 3; 3; 3; 3; 2								
conclusion			结论					conclusie					conclusión					Schlussfolgerung	Fazit	schluss	ende	ergebnis	end; finish; summary; final; done; result; finale; over; answer; paper; wrap up; begin; book; decision; essay; introduction; resolution	77; 27; 19; 16; 8; 7; 6; 6; 4; 4; 4; 3; 3; 3; 3; 3; 3	结果; 论文; 实验; 得出; 总结; 推理; 结尾; 论点; 研究; 结束; 讨论; 事实; 会议; 前提; 得到	13; 8; 6; 4; 4; 4; 4; 4; 3; 3; 3; 2; 2; 2; 2									besluit; einde; samenvatting; slot; gevolg; slotsom; resultaat; beslissing; uitkomst; eind; gevolgtrekking; redenering; belangrijk; oplossing; afronding; afgewerkt; dus; einduitslag; mening; onderzoek	50; 27; 17; 10; 9; 9; 8; 7; 6; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3									final; fin; resumen; cierre; término; respuesta; idea; síntesis; terminar; finalización; resolución	24; 13; 8; 7; 6; 5; 4; 4; 4; 3; 3									Fazit; Ergebnis; Zusammenfassung; Konklusion; denken; ende; Ende; Konsequenz; Logik; Abschluss; Erkenntnis	17; 11; 6; 5; 5; 5; 4; 4; 4; 3; 3	Schlussfolgerung; Zusammenfassung; Ergebnis; Ende; Schluss; Abschluss; Resultat; Resümee	17; 17; 14; 11; 6; 4; 4; 3						
conflict			冲突	矛盾				conflict					conflicto					Konflikt					war; fight; resolution; argument; argue; anger; strife; battle; disagreement; against; tension; angry; disagree; interest	42; 41; 14; 10; 9; 8; 8; 7; 6; 4; 4; 3; 3; 3	打架; 矛盾; 战争; 争吵; 解决; 中东; 吵架; 地区; 攻击; 暴力; 武装; 爆发; 碰撞	13; 12; 8; 6; 4; 3; 3; 3; 3; 3; 3; 3; 3	冲突; 统一; 自相矛盾; 解决; 前后; 哲学; 复杂; 对立; 思想; 成语; 打架	5; 3; 3; 3; 2; 2; 2; 2; 2; 2; 2							ruzie; oorlog; discussie; vechten; woordenwisseling; gaza; gevecht; onenigheid; oplossing; probleem; oplossen; woorden; debat; spanning; werk; boos; dispuut	67; 29; 8; 7; 7; 6; 6; 6; 6; 6; 5; 5; 4; 4; 4; 3; 3									pelea; problema; discusión; guerra; solución; lío; bélico; diferencias; intereses; armado; crisis	26; 16; 11; 9; 8; 5; 3; 3; 3; 2; 2									Streit; Lösung; Krieg; Auseinandersetzung; Diskussion; Ärger; Gewalt; Problem; Kampf; Angst; Beratung	34; 17; 10; 6; 5; 5; 4; 4; 3; 2; 2								
confusion			困惑					verwarring					confusión										chaos; muddled; mixed up; lost; mess; what; fuzzy; mind; unknown; unsure; Confucius; disorientation; huh; misunderstanding; befuddlement; brain; confused; dizzy; head; question	14; 9; 8; 7; 6; 6; 5; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	疑惑; 迷茫; 解答; 烦恼; 迷惑; 问题; 不解; 思考; 数学; 疑问; 难题; 不明白; 不知所措	14; 8; 5; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2									chaos; onduidelijk; misverstand; onduidelijkheid; onzekerheid; moeilijk; paniek; angst; confuus; in de war; kluts; ruzie; confusie; door een; niet begrepen; onbegrip; onzeker; raar; stress; verdwaasd	32; 14; 10; 10; 8; 7; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3									duda; error; lío; desorden; desorientación; mezcla; perdida; confundido; entrevero; mareo; confuso; equivocación	7; 7; 6; 5; 5; 5; 5; 4; 4; 4; 3; 3																		
construction			施工	建筑				constructie	bouw				construcción					Konstruktion	Bau				building; worker; site; work; house; hat; men; create; hard hat; job; make; builder; destruction; paper; road; assemble; buildings; crane; digger; hardhat	58; 18; 13; 12; 9; 7; 7; 5; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3	工地; 工人; 安全帽; 建筑; 噪音; 现场; 包工头; 尘土; 工程; 搬砖	20; 11; 10; 9; 6; 4; 3; 3; 3; 3	设计; 工地; 工人; 建筑师; 高楼; 工程; 房子; 风格; 高楼大厦; 建筑物	9; 8; 6; 5; 5; 4; 4; 4; 4; 3							gebouw; bouw; bouwwerk; stelling; architect; bouwen; ingewikkeld; werf; brug; beton; bouwsel; huis; staal; ingenieur; kraan; opbouw; kunst; maaksel; maken; plan	36; 24; 16; 11; 8; 8; 8; 8; 7; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3	huis; steen; werk; metser; bouwvakker; duur; architect; beton; cement; gebouw; lego; metsen; werf; aannemer; baksteen; constructie; geld; kraan; appartement; muur	67; 30; 11; 7; 6; 6; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3							edificio; obra; casa; obrero; ladrillo; albañil; trabajar; armar; casco; cemento; creación; hacer; armado; arquitectura	33; 14; 12; 12; 9; 6; 4; 3; 3; 3; 3; 3; 2; 2											Haus; Baustelle; Arbeit; Gebäude; Kran; Fuchs; Bauarbeiter; Gerüst; Beton; Dachs; Lärm; Architektur; Bagger; Bieber	20; 12; 7; 6; 6; 5; 4; 4; 3; 3; 3; 2; 2; 2						
contract			合同	合约	契约	承包		contract					contrato	contratar				Vertrag					agreement; binding; legal; paper; sign; shrink; signature; law; get; deal; lawyer; killer; money; business; commitment; disease; document; job; contractor	24; 23; 20; 12; 11; 10; 10; 8; 7; 6; 6; 5; 5; 4; 4; 4; 4; 4; 3	签字; 合作; 签订; 协议; 合约; 盖章; 工作; 签署; 签约; 公司; 双方; 契约; 法律; 约定	8; 7; 7; 6; 6; 6; 5; 5; 4; 3; 3; 3; 3; 3	合同; 签订; 契约; 公司; 履行; 法律; 签约; 约定; 违约; 到期; 遵守; 公平	18; 9; 5; 4; 4; 4; 4; 4; 4; 3; 3; 2	合同; 约定; 合约; 社会; 精神; 平等; 恶魔; 诚信; 魔法少女; 中二; 中二病; 主仆; 关系	17; 14; 4; 4; 4; 3; 3; 3; 3; 2; 2; 2; 2	鱼塘; 土地; 工程; 工地; 包工头; 承包商; 池塘; 责任; 项目; 合同	23; 8; 8; 5; 4; 4; 3; 3; 3; 2			werk; overeenkomst; papier; handtekening; afspraak; huur; verbintenis; geld; breuk; tekenen; vast; verplichting; bindend; huurcontract; zekerheid; advocaat; loon; ondertekenen; verbreken; aankoop	36; 31; 15; 11; 10; 8; 8; 7; 6; 6; 6; 6; 4; 4; 4; 3; 3; 3; 3; 2									trabajo; acuerdo; firma; compromiso; alquiler; pacto; legal; obligación; dinero; papel; partes; plata; trato; arreglo	19; 17; 15; 9; 7; 6; 5; 5; 4; 4; 4; 4; 4; 3	trabajo; emplear; contrato; servicio; compromiso; empleo; tomar; acuerdo; dinero; pagar; trabajar	26; 11; 6; 5; 4; 4; 4; 3; 3; 3; 3							Arbeit; Recht; Unterschrift; Bindung; Geld; Abschluss; Abmachung; Arbeitsvertrag; Ehevertrag; Handel; Handy; Miete; Mietvertrag; Notar; Schriftstück; bindend; unterschreiben	7; 7; 6; 5; 5; 4; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3								
