ID_x	ENG 1	ENG 2	PoS_x	CMN 1	CMN 2	SPA 1	SPA 2	NL 1	NL 2	DE 1	DE 2	CMN	ENG	SPA	scores	NL	DE	ENG 1_Associations	ENG 1_Association_Freqs	ENG 2_Associations	ENG 2_Association_Freqs	CMN 1_Associations	CMN 1_Association_Freqs	CMN 2_Associations	CMN 2_Association_Freqs	DE 1_Associations	DE 1_Association_Freqs	DE 2_Associations	DE 2_Association_Freqs	NL 1_Associations	NL 1_Association_Freqs	NL 2_Associations	NL 2_Association_Freqs	SPA 1_Associations	SPA 1_Association_Freqs	SPA 2_Associations	SPA 2_Association_Freqs
1090	wonderful	great	adjectives	精彩	伟大	maravilloso	genial	wonderbaarlijk	geweldig	wunderbar	großartig	1.181818181818182	4.384615384615385	4.6	3.635839160839162	5.62068965517241	5.5846153848	great; happy; awesome; life; amazing; fantastic; beautiful; world; day; good; lovely; brilliant; delightful; happiness; joy; marvelous; Disney; fabulous; fun; joyful	18; 16; 15; 13; 12; 12; 11; 11; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3	wonderful; large; good; big; awesome; fantastic; excellent; huge; stupendous; super; Alexander; famous; fabulous; Gatsby; important; terrific; expectations; God; job	30; 25; 20; 17; 14; 9; 8; 8; 6; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3	表演; 比赛; 绝伦; 节目; 鼓掌; 好看; 演出; 厉害; 喝彩; 完美	10; 9; 7; 6; 6; 5; 5; 4; 3; 3	伟人; 毛主席; 科学家; 人物; 光荣; 母亲; 英雄; 领袖; 平凡	16; 6; 5; 4; 4; 4; 4; 4; 3	schön; super; toll; Freude; großartig; herrlich; Landschaft; fantastisch; Schokoriegel; Schön	13; 12; 11; 6; 4; 4; 3; 3; 2; 2	toll; super; wunderbar; Freude; fantastisch; Leistung; gut; sensationell; Lob	20; 14; 7; 6; 6; 5; 3; 3; 2	mooi; wonder; fantastisch; miraculeus; ongelooflijk; onverwacht; verrassend; bijzonder; mirakel; ongelofelijk; prachtig; verbazing; verwondering; apart; magisch; opmerkelijk; geweldig; jezus; onmogelijk; onwaarschijnlijk	15; 12; 11; 10; 10; 9; 8; 7; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3	fantastisch; enorm; super; leuk; groots; tof; fijn; groot; prachtig; mooi; ongelooflijk; schitterend; formidabel; goed; eddy wally; feest	38; 19; 17; 16; 13; 11; 8; 8; 8; 6; 6; 6; 5; 5; 4; 4	hermoso; espectacular; fantástico; bello; extraordinario; genial; grandioso; mundo; único; espléndido; estupendo; impresionante; increíble; lindo; divino; fabuloso; alegría	14; 11; 10; 6; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 2	buenísimo; excelente; bueno; estupendo; fantástico; genio; maravilloso; brillante; espectacular; idea; inteligente; joya; super; cool; increíble; lindo	13; 12; 11; 10; 7; 7; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3
1108	happy	cheerful	adjectives	开心	快乐	feliz	alegre	gelukkig	vrolijk	glücklich	fröhlich	5.636363636363637	4.923076923076923	5.3	4.713286713286712	5.86666666666667	5.6769230772	sad; smile; glad; joy; content; joyful; cheerful; day; joyous; birthday; dwarf; elated; face; fun; pleased; satisfied; dog; excited; go lucky; grin	33; 32; 18; 11; 10; 10; 7; 6; 6; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4	happy; smile; glad; joyful; laugh; sunny; bright; positive; cheeks; chipper; face; glee; gleeful; joyous; mood; sun; cheerleader	85; 38; 11; 10; 6; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3; 2	快乐; 高兴; 愉快; 幸福; 笑; 不开心; 难过; 健康; 哈哈; 大张伟; 开心果; 心情	16; 13; 10; 7; 6; 5; 5; 3; 3; 3; 3; 3	开心; 高兴; 幸福; 悲伤; 愉悦; 笑; 愉快; 阳光; 游戏; 笑容; 美好; 美食	17; 12; 10; 8; 5; 5; 4; 4; 3; 3; 3; 3	zufrieden; froh; Lachen; Liebe; fröhlich; Familie; Freude; Freiheit; Freunde; Gefühl; Glück; Happy; Partner; Sonne	18; 10; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3	glücklich; lachen; heiter; lustig; Lachen; Spaß; Sonne; Glück; Happy; Kinder; Lächeln; Musik; gut gelaunt; gute Laune	12; 11; 8; 8; 7; 5; 4; 3; 3; 3; 3; 3; 3; 3	blij; kinderen; tevreden; liefde; gezond; lachen; gezin; vrolijk; glimlach; goed; happy; zon; content; familie; lach; leven; man; ongelukkig; samen; samenzijn	44; 11; 11; 10; 9; 9; 8; 8; 7; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	blij; lachen; opgewekt; zon; leuk; gelukkig; kind; aangenaam; happy; zingen; feest; plezier; lach; vreugde; bloemen; geluk; glimlach; goed gehumeurd; goedgezind	50; 23; 19; 15; 11; 10; 10; 6; 6; 6; 5; 5; 4; 4; 3; 3; 3; 3; 3	contento; sonrisa; alegría; vida; alegre; risa; amor; bienestar; triste; año; familia; felicidad; satisfecho; divertido	22; 19; 16; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 2	feliz; contento; risa; sonrisa; triste; divertido; reír; fiesta; alegría	44; 18; 12; 12; 6; 4; 4; 3; 2
1123	bad	awful	adjectives	坏	糟糕	malo	horrible	slecht	verschrikkelijk	schlecht	schrecklich	3.636363636363636	4.076923076923077	2.5	3.22004662004662	5.10344827586207	4.0615384614	good; evil; naughty; rotten; boy; awful; apple; no; ugly; dog; horrible; man; horrid; mean; nasty; terrible; wrong; bone; breath; day	46; 25; 12; 10; 8; 7; 6; 6; 6; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3	bad; terrible; horrible; sad; dreadful; nasty; time; ugly; gross; person; disgusting; food; full; horrid; miserable; negative; pain; sick; smell	47; 44; 21; 8; 7; 6; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3; 3	好; 人; 坏人; 坏蛋; 蛋; 东西; 女人; 好人; 无知	14; 12; 12; 7; 3; 2; 2; 2; 2	坏; 完蛋; 成绩; 不好; 坏事; 差; 心情; 蛋糕; 事情; 倒霉; 可怕; 坏了; 失败; 完了	4; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2; 2	gut; böse; übel; verdorben; krank; mies; doof; nicht gut; blöd; Übelkeit; Böse	30; 13; 13; 6; 5; 5; 4; 4; 3; 3; 2	furchtbar; schlimm; Unfall; Angst; Tod; grausam; Buch; Horror; Monster; Tragödie; gruselig; Albtraum; Ereignis	12; 10; 7; 5; 5; 4; 3; 3; 3; 3; 3; 2; 2	goed; weer; niet goed; kwaad; fout; stout; bedorven; mens; negatief; rot; verkeerd; boos; eten; karakter; vies; ziek; duivel; rapport; gezind; verdorven	20; 16; 15; 11; 10; 9; 7; 7; 7; 7; 7; 5; 5; 5; 5; 5; 4; 4; 3; 3	erg; dood; ramp; ongeluk; vreselijk; lelijk; ongeval; afschuwelijk; oorlog; pijn; verdriet; drama; bloed; slecht; afgrijselijk; angst; bang; enorm; armoede	64; 13; 12; 11; 10; 8; 8; 7; 7; 6; 6; 5; 4; 4; 3; 3; 3; 3; 2	bueno; feo; maldad; negativo; persona; daño; malvado; diablo; hombre; oscuro; pésimo	20; 9; 6; 5; 5; 4; 4; 3; 3; 3; 3	feo; espantoso; desagradable; malo; asqueroso; horripilante; miedo; muerte; terrible; asco	45; 18; 11; 9; 3; 3; 3; 3; 3; 2
1156	certain	sure	adjectives	确定	肯定	cierto	seguro	stellig	zeker	gewiss	sicher	5.181818181818182	5.384615384615385	3.4	4.488111888111889	5.14285714285714	5.030769231	sure; positive; definite; absolute; know; confident; particular; curtain; for sure; right; true; uncertain; yes; definitely; doubtless; ascertain; certainty; convinced	64; 21; 19; 10; 9; 8; 7; 6; 6; 6; 6; 6; 5; 4; 4; 3; 3; 3	certain; positive; thing; yes; okay; definite; confident; enough; know; certainly; absolute; of course; deodorant; steady; bet; convinced; OK; right; true	37; 20; 20; 16; 15; 12; 11; 8; 8; 7; 6; 6; 5; 5; 4; 4; 4; 4; 4	肯定; 不确定; 一定; 确认; 否定; 决定; 目标; 答案; 自信	15; 9; 5; 5; 4; 3; 3; 3; 3	确定; 否定; 一定; 赞同; 认可; 同意; 正确; 认同; 信心; 坚定; 开心; 成果	18; 11; 7; 6; 4; 3; 3; 3; 2; 2; 2; 2	sicher; bestimmt; klar; Sicher; Sicherheit; ja; sicherlich; Gewissen; Grenze	33; 5; 4; 3; 3; 3; 3; 2; 2	geschützt; bestimmt; unsicher; Sicherheit; fest; geborgen; Schloss; klar; Geborgenheit; Safe; Schutz; Zuhause; auf jeden Fall; nichts	7; 6; 6; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3	zeker; overtuigd; vast; vastberaden; absoluut; beslist; zonder twijfel; beu; echt; koppig; natuurlijk; stelling; vaststaand	61; 17; 14; 10; 4; 4; 4; 3; 3; 3; 3; 3; 3	vast; juist; echt; ja; absoluut; overtuigd; weten; onzeker; veilig; zekerheid; zelfvertrouwen; waar; zekering; altijd; betrouwbaar; bevestiging; goed; vertrouwen; waarheid; zelfzeker	25; 13; 12; 8; 7; 7; 7; 6; 6; 6; 6; 5; 5; 4; 4; 4; 4; 4; 4; 4	verdad; verdadero; falso; correcto; real; mentira; certero; seguro; acertado; acertar; justo; veraz	36; 17; 8; 7; 6; 5; 4; 4; 3; 3; 3; 3	auto; confianza; preso; vida; candado; casa; cuidado; de vida; póliza; tranquilo; certeza; claro; confiable; decidido; estable; tranquilidad; a salvo; actitud	8; 8; 6; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 2; 2
1158	big	heavy	adjectives	大	重	grande	pesado	dik	zwaar	dick	schwer	0.4545454545454545	2.230769230769231	0.8	1.56013986013986	4.72413793103448	2.9076923076	large; huge; small; little; enormous; gigantic; fat; tall; giant; boy; elephant; humongous; grand; important; massive; pig; top	54; 39; 26; 20; 9; 9; 8; 8; 7; 5; 4; 4; 3; 3; 3; 3; 3	weight; light; load; weighty; fat; lifting; big; large; metal; dense; burden; serious; ton; duty; hard; heart; massive; obese	37; 21; 16; 16; 11; 11; 9; 9; 9; 8; 6; 6; 6; 4; 4; 4; 4; 4	小; 人; 地; 大学; 中; 地球; 大象; 太阳; 巨大; 世界; 大人; 大大卷; 大家	30; 9; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2	轻; 胖; 重量; 体重; 沉; 重要; 沉重; 重力; 力; 要; 重复	13; 10; 10; 7; 5; 5; 4; 4; 3; 3; 3	dünn; fett; schwer; Adipositas; mollig; Fett; doof; ungesund; Übergewicht; Bauch; Darm; Ernährung; Essen	29; 13; 5; 4; 4; 3; 3; 3; 3; 2; 2; 2; 2	leicht; Gewicht; schwierig; kompliziert; Aufgabe; Blei; Last; Stein; dick; hart	25; 23; 9; 5; 4; 4; 4; 4; 4; 4	vet; dun; eten; rond; lelijk; zwaar; dieet; weegschaal; overgewicht; buik; ongezond; groot; mollig; olifant; amerika; frieten; log; mensen; nijlpaard	52; 31; 17; 11; 9; 8; 7; 7; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	gewicht; dik; lood; licht; steen; moeilijk; kilo; olifant; vet; heffen; lastig; rug; vermoeiend; weegschaal; werk; beton; groot	31; 28; 22; 21; 9; 8; 7; 7; 5; 4; 4; 4; 4; 4; 4; 3; 3	enorme; chico; tamaño; gigante; pequeño; gordo; inmenso; mucho; alto; amplio; mar; casa; cosa	17; 14; 9; 8; 6; 4; 4; 4; 3; 3; 3; 2; 2	gordo; denso; grande; insoportable; liviano; fuerza; plomo; difícil; kilos; molesto; pescado	13; 8; 8; 8; 6; 5; 5; 4; 4; 3; 3
1192	big	broad	adjectives	大	宽广	grande	ancho	dik	breed	groß	breit	3.272727272727273	2.6153846153846154	1.9	2.9414335664335667	3.58620689655172	3.6923076924	large; huge; small; little; enormous; gigantic; fat; tall; giant; boy; elephant; humongous; grand; important; massive; pig; top	54; 39; 26; 20; 9; 9; 8; 8; 7; 5; 4; 4; 3; 3; 3; 3; 3	wide; woman; large; shoulders; way; big; beans; narrow; vast; board; expansive; girl; open; range; stroke; band; dame; fat; female	52; 19; 10; 8; 8; 7; 6; 5; 5; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3	小; 人; 地; 大学; 中; 地球; 大象; 太阳; 巨大; 世界; 大人; 大大卷; 大家	30; 9; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2	胸怀; 天空; 海洋; 广阔; 心胸; 大海; 草原; 辽阔; 海; 胸襟; 平原	17; 9; 8; 7; 7; 6; 5; 5; 4; 4; 3	klein; Riese; riesig; hoch; Elefant; Berg; Größe; Haus; dick; mächtig	35; 10; 9; 8; 6; 4; 4; 3; 3; 3	dick; schmal; lang; weit; Straße; Fluss; betrunken; groß; Band; GROSS	12; 9; 7; 7; 5; 4; 4; 4; 3; 3	vet; dun; eten; rond; lelijk; zwaar; dieet; weegschaal; overgewicht; buik; ongezond; groot; mollig; olifant; amerika; frieten; log; mensen; nijlpaard	52; 31; 17; 11; 9; 8; 7; 7; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	dik; smal; groot; lang; wijd; ruim; straat; rijk; beeld; geld; hoog; heup; lengte; maat; meter; plank; rivier; ruimte; tapijt	32; 31; 16; 14; 13; 9; 7; 6; 5; 5; 5; 3; 3; 3; 3; 3; 3; 3; 3	enorme; chico; tamaño; gigante; pequeño; gordo; inmenso; mucho; alto; amplio; mar; casa; cosa	17; 14; 9; 8; 6; 4; 4; 4; 3; 3; 3; 2; 2	largo; gordo; medida; grueso; grande; río; amplio; alto; corto; angosto	33; 14; 10; 8; 7; 7; 6; 5; 5; 4
1194	wonderful	terrific	adjectives	精彩	极好	maravilloso	estupendo	wonderbaarlijk	fantastisch	wunderbar	fantastisch	3.727272727272727	5.307692307692308	5.4	3.977156177156177	5.86206896551724	5.5846153848	great; happy; awesome; life; amazing; fantastic; beautiful; world; day; good; lovely; brilliant; delightful; happiness; joy; marvelous; Disney; fabulous; fun; joyful	18; 16; 15; 13; 12; 12; 11; 11; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3	great; wonderful; fantastic; awesome; excellent; amazing; fabulous; good; brilliant; terror; best; fun; happy; super; wow	49; 31; 27; 22; 12; 11; 11; 11; 8; 5; 5; 4; 4; 4; 4	表演; 比赛; 绝伦; 节目; 鼓掌; 好看; 演出; 厉害; 喝彩; 完美	10; 9; 7; 6; 6; 5; 5; 4; 3; 3	优秀; 很好; 非常好; 甄嬛传; 夸奖; 夸赞; 完美; 满意; 表扬; 喜欢; 太棒了; 好; 好极了; 极佳	11; 10; 9; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2	schön; super; toll; Freude; großartig; herrlich; Landschaft; fantastisch; Schokoriegel; Schön	13; 12; 11; 6; 4; 4; 3; 3; 2; 2	super; toll; GROSSARTIG; genial; wunderbar; Fantasie; gut; hervorragend; perfekt; wundervoll; Buch; Freude; Leben; atemberaubend	9; 9; 5; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2	mooi; wonder; fantastisch; miraculeus; ongelooflijk; onverwacht; verrassend; bijzonder; mirakel; ongelofelijk; prachtig; verbazing; verwondering; apart; magisch; opmerkelijk; geweldig; jezus; onmogelijk; onwaarschijnlijk	15; 12; 11; 10; 10; 9; 8; 7; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3	geweldig; leuk; super; goed; mooi; blij; tof; formidabel; prachtig; schitterend; fijn; heerlijk; ongelooflijk; feest; gelukkig; vakantie; bijzonder; enorm	44; 18; 17; 12; 12; 10; 9; 7; 7; 6; 5; 5; 5; 4; 4; 4; 3; 3	hermoso; espectacular; fantástico; bello; extraordinario; genial; grandioso; mundo; único; espléndido; estupendo; impresionante; increíble; lindo; divino; fabuloso; alegría	14; 11; 10; 6; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 2	genial; fantástico; maravilloso; bueno; buenísimo; magnífico; bárbaro; espectacular; fabuloso; feliz; grandioso	22; 16; 15; 13; 6; 6; 5; 5; 5; 4; 4
1199	necessary	important	adjectives	必须	重要	necesario	importante	nodig	belangrijk	notwendig	wichtig	3.8181818181818175	4.0	3.5	3.8166666666666655	4.86666666666667	5.0769230772	needed; required; must; essential; evil; important; sufficient; have to; needful; bathroom; critical; imperative; necessity; not optional; now; obligatory	56; 24; 22; 15; 15; 11; 7; 5; 5; 3; 3; 3; 3; 3; 3; 3	necessary; vital; very; now; significant; person; urgent; big; serious; strong; key; priority; critical; major; man; meaningful; meeting; message; need; time	12; 12; 9; 7; 7; 6; 6; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3	一定; 完成; 肯定; 强制; 必要; 需要; 去做; 吃饭; 任务; 努力; 压力	15; 7; 5; 4; 4; 4; 3; 3; 2; 2; 2	事情; 不重要; 人物; 意义; 紧急; 人; 次要; 的事; 关键	6; 5; 4; 4; 4; 3; 3; 3; 2	nötig; wichtig; Zwang; brauchen; dringend; hinreichend; zwingend; Arbeit; Essen; Liebe; Luft; Wasser; nützlich; unabdingbar	18; 13; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3	dringend; Priorität; bedeutend; unwichtig; Familie; Leben; richtig; Bedeutung; gut; relevant; Achtung	9; 7; 6; 5; 4; 4; 4; 3; 3; 3; 2	behoefte; liefde; noodzakelijk; geld; onmisbaar; brood; belangrijk; eten; moeten; nuttig; nood; vrienden; hebben; familie; gezondheid; nu; tekort; vereist	18; 17; 15; 14; 13; 12; 9; 9; 9; 9; 7; 6; 5; 4; 4; 4; 4; 4	familie; niet vergeten; important; dringend; gezondheid; voornaam; geld; leven; nodig; waardevol; eerst; kinderen; onthouden; prioriteit; groot; opletten; werk; cruciaal; doen; eerlijkheid	12; 11; 10; 9; 8; 8; 6; 6; 6; 6; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3	útil; imprescindible; importante; indispensable; agua; amor; dormir; esencial; obligatorio; suficiente; tener; abrazo; básico	20; 15; 11; 11; 5; 5; 3; 3; 3; 3; 3; 2; 2	urgente; familia; trabajo; cargo; grande; necesario; persona; prioritario; relevante; destacado; especial; imprescindible; mucho	10; 6; 5; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3
1233	beautiful	wonderful	adjectives	美丽	精彩	hermoso	maravilloso	prachtig	wonderbaarlijk	schön	wunderbar	3.363636363636364	2.3076923076923075	3.1	2.566550116550116	5.24137931034483	5.0769230772	pretty; girl; gorgeous; lovely; woman; nature; attractive; art; hot; nice; sexy; stunning; sunset; ugly; amazing; eye; flower; hair; scenery; sun	33; 21; 17; 17; 10; 8; 7; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	great; happy; awesome; life; amazing; fantastic; beautiful; world; day; good; lovely; brilliant; delightful; happiness; joy; marvelous; Disney; fabulous; fun; joyful	18; 16; 15; 13; 12; 12; 11; 11; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3	漂亮; 好看; 可爱; 动人; 女人; 美人; 美女; 风景; 美好; 花; 丑陋; 人生; 优雅; 大方; 女子	20; 8; 6; 5; 5; 4; 4; 4; 3; 3; 2; 2; 2; 2; 2	表演; 比赛; 绝伦; 节目; 鼓掌; 好看; 演出; 厉害; 喝彩; 完美	10; 9; 7; 6; 6; 5; 5; 4; 3; 3	hübsch; Natur; angenehm; Bild; Blumen; Frau; Landschaft; hässlich; Freude; Wetter; Ästhetik; Gesicht	11; 9; 5; 4; 4; 4; 4; 4; 3; 3; 3; 2	schön; super; toll; Freude; großartig; herrlich; Landschaft; fantastisch; Schokoriegel; Schön	13; 12; 11; 6; 4; 4; 3; 3; 2; 2	mooi; natuur; schitterend; fantastisch; bloemen; geweldig; schoon; landschap; adembenemend; uitzicht; enorm; fijn; herfst; ongelooflijk; zonsondergang; aangenaam; bijzonder; blij; buitengewoon; dochter	76; 14; 13; 8; 7; 7; 7; 6; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2	mooi; wonder; fantastisch; miraculeus; ongelooflijk; onverwacht; verrassend; bijzonder; mirakel; ongelofelijk; prachtig; verbazing; verwondering; apart; magisch; opmerkelijk; geweldig; jezus; onmogelijk; onwaarschijnlijk	15; 12; 11; 10; 10; 9; 8; 7; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3	lindo; bello; precioso; bonito; amor; belleza; día; feo; adjetivo; bebé; divino; agradable	38; 27; 11; 5; 4; 4; 4; 4; 3; 3; 3; 2	hermoso; espectacular; fantástico; bello; extraordinario; genial; grandioso; mundo; único; espléndido; estupendo; impresionante; increíble; lindo; divino; fabuloso; alegría	14; 11; 10; 6; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 2
1236	hard	tough	adjectives	坚硬	强硬	duro	difícil	lastig	taai	hart	zäh	3.1818181818181817	3.3846153846153846	5.0	3.559324009324008	5.3448275862069	4.1538461538	difficult; soft; easy; tough; rock; solid; times; work; firm; cheese; durable; knocks; tack; challenge; concrete; core; erection; hat; life; rigid	51; 30; 18; 13; 10; 7; 6; 6; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3	hard; strong; rough; difficult; guy; meat; leather; love; luck; nails; chewy; muscle; challenging; durable; mean; sturdy; endurance	45; 26; 21; 14; 7; 7; 6; 6; 6; 6; 5; 5; 4; 4; 4; 4; 3	石头; 柔软; 钢铁; 钻石; 坚果; 核桃; 铁; 坚强; 心	25; 7; 7; 5; 4; 4; 4; 3; 3	态度; 性格; 软弱; 手段; 男人; 石头; 坚持; 霸道; 厉害; 固执	20; 5; 5; 4; 4; 4; 3; 3; 2; 2	Stein; weich; Stahl; fest; Holz; Metall; Matratze; Penis; herzlich; Asphalt; Boden	19; 19; 6; 6; 4; 4; 3; 3; 3; 2; 2	Fleisch; Leder; dickflüssig; langweilig; Gummi; Honig; alt; durchhalten; kauen; robust; schwer; Aufgabe; BEISSEN	24; 7; 4; 4; 3; 3; 3; 3; 3; 3; 3; 2; 2	moeilijk; vervelend; ambetant; kind; zwaar; moe; kwaad; parket; werk; inspanning; karakter; niet gemakkelijk; stress; berg; beu	57; 36; 18; 18; 18; 7; 6; 6; 5; 4; 3; 3; 3; 2; 2	vlees; hard; sterk; oud; biefstuk; tante; kauwen; niet mals; leer; brood; leder; mals; moeilijk; pezig; rubber; slecht; stevig; tanden	44; 41; 24; 12; 10; 8; 6; 6; 5; 3; 3; 3; 3; 3; 3; 3; 3; 3	fuerte; blando; piedra; firme; frío; hierro; madera; irrompible; metal; pene; roca; rígido; inflexible; macizo; piso	15; 10; 7; 6; 6; 6; 6; 5; 5; 5; 5; 5; 3; 3; 3	complicado; fácil; desafío; arduo; complejo; duro; examen; trabajoso; vida; dificultoso; engorroso; esfuerzo; tarea; amor	25; 17; 7; 6; 6; 5; 4; 4; 4; 3; 3; 3; 3; 2
1243	smart	intelligent	adjectives	聪明	聪慧	listo	inteligente	slim	intelligent	klug	intelligent	5.181818181818182	5.6923076923076925	5.3	4.520571095571095	7.79310344827586	5.8153846152	intelligent; clever; bright; genius; brain; me; book; ass; brilliant; car; quick; dumb; pain; phone; sharp; wise; education; hurt; math; nerd	49; 32; 9; 8; 7; 7; 6; 5; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3	smart; clever; bright; witty; brain; me; brainy; educated; wise; brilliant; IQ; design; knowledgeable; school; college; glasses; good; high; knowledge; life	69; 17; 11; 11; 8; 8; 7; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3	机智; 智慧; 伶俐; 智商; 绝顶; 人; 傻瓜; 可爱; 天才; 笨; 美丽; 聪慧; 一休; 厉害	11; 8; 6; 5; 5; 4; 3; 3; 3; 3; 3; 3; 2; 2	聪明; 智慧; 聪颖; 过人; 女孩; 我; 机智; 一休; 智商	17; 10; 4; 4; 3; 3; 3; 2; 2	schlau; intelligent; Schule; gebildet; Bildung; Intelligenz; Wissen; gescheit; smart	28; 23; 4; 4; 3; 3; 3; 3; 3	schlau; IQ; klug; smart; Wissen; dumm; schnell; clever; wissen	18; 14; 12; 5; 4; 4; 4; 3; 3	intelligent; dom; iq; school; studeren; leren; boek; hersenen; studie; bril; punten; universiteit; verstand; verstandig; weten; ik; intelligentie; knap; professor; sluw	26; 19; 19; 15; 12; 8; 6; 6; 6; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4	slim; verstandig; iq; knap; geleerd; universiteit; veel; wijs; dom; hoogbegaafd; kennis; professor; snel; studeren; test; begaafd; bril; hersenen	76; 19; 13; 6; 6; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 3; 3; 3	pronto; ya; inteligente; terminado; hecho; preparado; fin; rápido; vivo	36; 21; 19; 18; 11; 8; 6; 4; 4	capaz; sabio; astuto; capacidad; cerebro; conocimiento; sabiduría; yo; coeficiente; libro; listo; lúcido; persona; perspicaz; adaptable; brillante; dotado	10; 8; 7; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3; 2; 2; 2
1254	simple	easy	adjectives	简单	容易	sencillo	fácil	simpel	makkelijk	einfach	leicht	4.2727272727272725	4.615384615384615	4.6	4.369463869463869	7.68965517241379	5.7230769228	easy; minded; plain; Simon; basic; not hard; task; quick; stupid; complex; straightforward; clean; clear; plan; uncomplicated; complicated; dumb; hard	66; 13; 13; 11; 8; 7; 7; 6; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3	hard; simple; peasy; quick; difficult; fast; pie; facile; fun; not hard; as pie; does; loose; smooth; breezy; chair; elementary; going; piece of cake	40; 40; 15; 11; 10; 9; 9; 7; 6; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3	复杂; 困难; 容易; easy; 单纯; 方便; 任务; 数学; 游戏	16; 10; 10; 4; 3; 3; 2; 2; 2	简单; 困难; 轻松; 难; 复杂; 不难; 易如反掌; easy; 得到	33; 12; 11; 5; 4; 3; 3; 2; 2	leicht; schwer; simpel; Easy; schnell; gut; schwierig; schlicht; Aufgabe; kinderleicht	31; 17; 13; 6; 5; 4; 4; 3; 2; 2	schwer; Feder; einfach; Gewicht; Aufgabe; locker; luftig; Essen; Luft	28; 25; 16; 12; 3; 3; 3; 2; 2	eenvoudig; gemakkelijk; dom; gewoon; makkelijk; onnozel; eenvoud; moeilijk; achterlijk; easy; geest; kind; snel	69; 51; 24; 16; 12; 8; 5; 4; 3; 3; 3; 3; 3	simpel; moeilijk; eenvoudig; easy; niet moeilijk; gemakkelijk; goed; snel; gewoon; leuk; examen; geen uitdaging; kinderspel; lui; moeiteloos; ok; ontspannen; tof	33; 32; 31; 15; 8; 7; 7; 7; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3	fácil; simple; rápido; básico; humilde; claro; complicado; sin complicaciones; accesible; así	44; 36; 9; 4; 4; 3; 3; 3; 2; 2	difícil; sencillo; rápido; simple; accesible; aburrido; bueno; corto; alcanzable; easy; hacer	24; 23; 17; 13; 8; 3; 3; 3; 2; 2; 2
